"","Interval*","Category_name_To","Category_name_From_","Observed_Annual_Transition_number_of_elements","Transition_Intensity_percent_of_t1_category","Uniform_Intensity_percent_of_t1_non_category","Uniform_Annual_Transition_number_of_elements","Hypothesized_Annual_error_number_of_elements","Commission_Intensity_percent_of_transition","Omission_Intensity_percent_of_transition","Hypothesized  t1 Error_percent of interval's domain"
"18","1995_1996","Cropland","Shrubland",9,0.01507209520787,0.0614027567207813,36.6824264526367,27.6824264526367,0,75.465087890625,0.0103454412892461
"19","1995_1996","Cropland","Other Vegetation",0,0,0.0614027567207813,0.620548903942108,0.620548903942108,0,100,0.0103454412892461
"20","1995_1996","Cropland","Non-Vegetation",0,0,0.0614027567207813,5.98368883132935,5.98368883132935,0,100,0.0103454412892461
"21","1996_1997","Cropland","Forest",494,0.137511372566223,0.118917062878609,427.121704101562,66.878288269043,13.5381155014038,0,0.0141295539215207
"22","1996_1997","Cropland","Mosaic Vegetation",0,0,0.118917062878609,28.708610534668,28.708610534668,0,100,0.0141295585781336
"23","1996_1997","Cropland","Shrubland",46,0.0766615569591522,0.118917062878609,71.3851776123047,25.385181427002,0,35.5608558654785,0.0141295585781336
"24","1996_1997","Cropland","Other Vegetation",0,0,0.118917062878609,1.20249235630035,1.20249235630035,0,100,0.0141295585781336
"25","1996_1997","Cropland","Non-Vegetation",0,0,0.118917062878609,11.5820245742798,11.5820245742798,0,100,0.0141295585781336
"26","1997_1998","Cropland","Forest",1203,0.336318165063858,0.296102613210678,1058.72302246094,144.27702331543,11.9931020736694,0,0.0304817911237478
"27","1997_1998","Cropland","Mosaic Vegetation",0,0,0.296102613210678,72.6269454956055,72.6269454956055,0,100,0.0304818078875542
"28","1997_1998","Cropland","Shrubland",140,0.230825036764145,0.296102613210678,179.709732055664,39.7097358703613,0,22.0965976715088,0.0304818078875542
"29","1997_1998","Cropland","Other Vegetation",0,0,0.296102613210678,3.04406523704529,3.04406523704529,0,100,0.0304818078875542
"30","1997_1998","Cropland","Non-Vegetation",0,0,0.296102613210678,28.8963470458984,28.8963470458984,0,100,0.0304818078875542
"31","1998_1999","Cropland","Forest",565,0.161235556006432,0.141083016991615,494.281921386719,70.7180938720703,12.5164766311646,0,0.0149408001452684
"32","1998_1999","Cropland","Mosaic Vegetation",0,0,0.141083016991615,37.5302429199219,37.5302429199219,0,100,0.0149407917633653
"33","1998_1999","Cropland","Shrubland",73,0.113250285387039,0.141083016991615,90.9660491943359,17.9660472869873,0,19.7502784729004,0.0149407917633653
"34","1998_1999","Cropland","Other Vegetation",0,0,0.141083016991615,1.47357487678528,1.47357487678528,0,100,0.0149407917633653
"35","1998_1999","Cropland","Non-Vegetation",0,0,0.141083016991615,13.7481851577759,13.7481851577759,0,100,0.0149407917633653
"36","1999_2000","Cropland","Forest",696,0.201773643493652,0.17405591905117,600.223510742188,95.776496887207,13.7609910964966,0,0.0202349554747343
"37","1999_2000","Cropland","Mosaic Vegetation",0,0,0.17405591905117,48.9793014526367,48.9793014526367,0,100,0.0202349498867989
"38","1999_2000","Cropland","Shrubland",90,0.132839366793633,0.17405591905117,117.97331237793,27.973316192627,0,23.7115612030029,0.0202349498867989
"39","1999_2000","Cropland","Other Vegetation",0,0,0.17405591905117,1.84820961952209,1.84820961952209,0,100,0.0202349498867989
"40","1999_2000","Cropland","Non-Vegetation",0,0,0.17405591905117,16.9756317138672,16.9756317138672,0,100,0.0202349498867989
"41","2000_2001","Cropland","Forest",398,0.119904436171055,0.132432401180267,439.639343261719,41.6393432617188,0,9.47125053405762,0.0186772812157869
"42","2000_2001","Cropland","Mosaic Vegetation",0,0,0.132432401180267,41.4479637145996,41.4479637145996,0,100,0.0186772812157869
"43","2000_2001","Cropland","Shrubland",190,0.247382953763008,0.132432401180267,101.596305847168,88.403694152832,46.5282592773438,0,0.0186772830784321
"44","2000_2001","Cropland","Other Vegetation",0,0,0.132432401180267,1.40697109699249,1.40697109699249,0,100,0.0186772812157869
"45","2000_2001","Cropland","Non-Vegetation",9,0.0923645347356796,0.132432401180267,12.9093904495239,3.90939021110535,0,30.2833061218262,0.0186772812157869
"46","2001_2002","Cropland","Forest",442,0.137611106038094,0.109062880277634,350.204406738281,91.7955856323242,20.7682323455811,0,0.0193938985466957
"47","2001_2002","Cropland","Mosaic Vegetation",0,0,0.109062880277634,37.5531349182129,37.5531349182129,0,100,0.0193939004093409
"48","2001_2002","Cropland","Shrubland",49,0.0584613904356956,0.109062880277634,91.4584503173828,42.4584503173828,0,46.4237594604492,0.0193939004093409
"49","2001_2002","Cropland","Other Vegetation",0,0,0.109062880277634,1.16169607639313,1.16169607639313,0,100,0.0193939004093409
"50","2001_2002","Cropland","Non-Vegetation",0,0,0.109062880277634,10.6223125457764,10.6223125457764,0,100,0.0193939004093409
"51","2002_2003","Cropland","Forest",99,0.0323661640286446,0.0284629128873348,87.0575332641602,11.9424686431885,12.063099861145,0,0.00293515319935977
"52","2002_2003","Cropland","Mosaic Vegetation",0,0,0.0284629128873348,10.8093061447144,10.8093061447144,0,100,0.00293515133671463
"53","2002_2003","Cropland","Shrubland",29,0.0305144321173429,0.0284629128873348,27.0497417449951,1.95025742053986,6.72502565383911,0,0.00293515319935977
"54","2002_2003","Cropland","Other Vegetation",0,0,0.0284629128873348,0.313181191682816,0.313181191682816,0,100,0.00293515133671463
"55","2002_2003","Cropland","Non-Vegetation",0,0,0.0284629128873348,2.77022981643677,2.77022981643677,0,100,0.00293515133671463
"56","2003_2004","Cropland","Forest",240,0.078802727162838,0.0707298517227173,215.396011352539,24.6039905548096,10.2516632080078,0,0.00735535845160484
"57","2003_2004","Cropland","Mosaic Vegetation",0,0,0.0707298517227173,27.1476364135742,27.1476364135742,0,100,0.00735535612329841
"58","2003_2004","Cropland","Shrubland",78,0.0813746079802513,0.0707298517227173,67.7894592285156,10.2105398178101,13.0904359817505,0,0.00735535845160484
"59","2003_2004","Cropland","Other Vegetation",0,0,0.0707298517227173,0.77857905626297,0.77857905626297,0,100,0.00735535612329841
"60","2003_2004","Cropland","Non-Vegetation",0,0,0.0707298517227173,6.88830137252808,6.88830137252808,0,100,0.00735535612329841
"61","2004_2005","Cropland","Forest",69,0.023671317845583,0.023370673879981,68.1234436035156,0.876557946205139,1.27037382125854,0,0.00211043539457023
"62","2004_2005","Cropland","Mosaic Vegetation",0,0,0.023370673879981,9.45658206939697,9.45658206939697,0,100,0.00211043492890894
"63","2004_2005","Cropland","Shrubland",34,0.0319251827895641,0.023370673879981,24.8874034881592,9.11259651184082,26.8017539978027,0,0.00211043539457023
"64","2004_2005","Cropland","Other Vegetation",0,0,0.023370673879981,0.257838785648346,0.257838785648346,0,100,0.00211043492890894
"65","2004_2005","Cropland","Non-Vegetation",2,0.0205486491322517,0.023370673879981,2.27473187446594,0.274731874465942,0,12.0775499343872,0.00211043492890894
"66","2005_2006","Cropland","Forest",24,0.00825471337884665,0.0158066861331463,45.9603042602539,21.9603042602539,0,47.7810249328613,0.00636227568611503
"67","2005_2006","Cropland","Mosaic Vegetation",0,0,0.0158066861331463,6.44176864624023,6.44176864624023,0,100,0.00636227568611503
"68","2005_2006","Cropland","Shrubland",47,0.0439836047589779,0.0158066861331463,16.8859481811523,30.1140518188477,64.0724487304688,0,0.00636227615177631
"69","2005_2006","Cropland","Other Vegetation",0,0,0.0158066861331463,0.174375310540199,0.174375310540199,0,100,0.00636227568611503
"70","2005_2006","Cropland","Non-Vegetation",0,0,0.0158066861331463,1.53760135173798,1.53760135173798,0,100,0.00636227568611503
"71","2006_2007","Cropland","Forest",24,0.00825638882815838,0.0193717330694199,56.3167877197266,32.3167877197266,0,57.3839340209961,0.00873301271349192
"72","2006_2007","Cropland","Mosaic Vegetation",0,0,0.0193717330694199,7.92108631134033,7.92108631134033,0,100,0.00873301271349192
"73","2006_2007","Cropland","Shrubland",62,0.058098129928112,0.0193717330694199,20.6647300720215,41.3352699279785,66.669792175293,0,0.00873301271349192
"74","2006_2007","Cropland","Other Vegetation",0,0,0.0193717330694199,0.213711619377136,0.213711619377136,0,100,0.00873301271349192
"75","2006_2007","Cropland","Non-Vegetation",1,0.0102848913520575,0.0193717330694199,1.88368487358093,0.883684813976288,0,46.9125633239746,0.00873301271349192
"76","2007_2008","Cropland","Forest",18,0.00620450032874942,0.0209341999143362,60.7415733337402,42.7415733337402,0,70.3662567138672,0.0113289719447494
"77","2007_2008","Cropland","Mosaic Vegetation",0,0,0.0209341999143362,8.61497116088867,8.61497116088867,0,100,0.0113289719447494
"78","2007_2008","Cropland","Shrubland",76,0.0710625723004341,0.0209341999143362,22.3774833679199,53.6225166320801,70.5559463500977,0,0.0113289719447494
"79","2007_2008","Cropland","Other Vegetation",0,0,0.0209341999143362,0.232418268918991,0.232418268918991,0,100,0.0113289719447494
"80","2007_2008","Cropland","Non-Vegetation",0,0,0.0209341999143362,2.03355526924133,2.03355526924133,0,100,0.0113289719447494
"81","2008_2009","Cropland","Forest",36,0.0124250184744596,0.0100233433768153,29.0407371520996,6.95926284790039,19.3312854766846,0,0.00147599296178669
"82","2008_2009","Cropland","Mosaic Vegetation",0,0,0.0100233433768153,4.15749835968018,4.15749835968018,0,100,0.00147599307820201
"83","2008_2009","Cropland","Shrubland",8,0.00748215988278389,0.0100233433768153,10.7173309326172,2.71733117103577,0,25.3545513153076,0.00147599307820201
"84","2008_2009","Cropland","Other Vegetation",0,0,0.0100233433768153,0.111370511353016,0.111370511353016,0,100,0.00147599307820201
"85","2008_2009","Cropland","Non-Vegetation",1,0.0103007825091481,0.0100233433768153,0.97306352853775,0.0269364900887012,2.69364905357361,0,0.00147599296178669
"86","2009_2010","Cropland","Forest",98,0.0339123830199242,0.0296264607459307,85.6108703613281,12.3891286849976,12.6419677734375,0,0.00330067425966263
"87","2009_2010","Cropland","Mosaic Vegetation",0,0,0.0296264607459307,12.4236860275269,12.4236860275269,0,100,0.00330067286267877
"88","2009_2010","Cropland","Shrubland",35,0.0326413363218307,0.0296264607459307,31.7663116455078,3.23368859291077,9.23910999298096,0,0.00330067425966263
"89","2009_2010","Cropland","Other Vegetation",0,0,0.0296264607459307,0.329247534275055,0.329247534275055,0,100,0.00330067286267877
"90","2009_2010","Cropland","Non-Vegetation",0,0,0.0296264607459307,2.86987662315369,2.86987662315369,0,100,0.00330067286267877
"91","2010_2011","Cropland","Forest",155,0.0538785606622696,0.0396615825593472,114.083801269531,40.9161987304688,26.3975467681885,0,0.00864447467029095
"92","2010_2011","Cropland","Mosaic Vegetation",0,0,0.0396615825593472,16.8434181213379,16.8434181213379,0,100,0.0086444728076458
"93","2010_2011","Cropland","Shrubland",22,0.0203951094299555,0.0396615825593472,42.7907981872559,20.7907981872559,0,48.5870780944824,0.0086444728076458
"94","2010_2011","Cropland","Other Vegetation",0,0,0.0396615825593472,0.439227908849716,0.439227908849716,0,100,0.0086444728076458
"95","2010_2011","Cropland","Non-Vegetation",1,0.0103241791948676,0.0396615825593472,3.84274840354919,2.84274840354919,0,73.9769592285156,0.0086444728076458
"96","2011_2012","Cropland","Forest",7,0.00244293990544975,0.0492596551775932,141.214736938477,134.214736938477,0,95.0430068969727,0.0339374430477619
"97","2011_2012","Cropland","Mosaic Vegetation",0,0,0.0492596551775932,21.099437713623,21.099437713623,0,100,0.0339374430477619
"98","2011_2012","Cropland","Shrubland",214,0.197238653898239,0.0492596551775932,53.3666229248047,160.633377075195,75.0623245239258,0,0.0339374430477619
"99","2011_2012","Cropland","Other Vegetation",0,0,0.0492596551775932,0.550008654594421,0.550008654594421,0,100,0.0339374430477619
"100","2011_2012","Cropland","Non-Vegetation",0,0,0.0492596551775932,4.76920604705811,4.76920604705811,0,100,0.0339374430477619
"101","2012_2013","Cropland","Forest",68,0.0237408615648746,0.017840139567852,51.0957794189453,16.9042186737061,24.8591442108154,0,0.00357139925472438
"102","2012_2013","Cropland","Mosaic Vegetation",0,0,0.017840139567852,7.65032482147217,7.65032482147217,0,100,0.00357139972038567
"103","2012_2013","Cropland","Shrubland",12,0.0110773658379912,0.017840139567852,19.3273525238037,7.32735252380371,0,37.9118270874023,0.00357139972038567
"104","2012_2013","Cropland","Other Vegetation",0,0,0.017840139567852,0.198774620890617,0.198774620890617,0,100,0.00357139972038567
"105","2012_2013","Cropland","Non-Vegetation",0,0,0.017840139567852,1.72776889801025,1.72776889801025,0,100,0.00357139972038567
"106","2013_2014","Cropland","Forest",100,0.0349706597626209,0.0274325776845217,78.4386367797852,21.5613613128662,21.5613613128662,0,0.0045553264208138
"107","2013_2014","Cropland","Mosaic Vegetation",0,0,0.0274325776845217,11.8154344558716,11.8154344558716,0,100,0.00455532548949122
"108","2013_2014","Cropland","Shrubland",23,0.021190345287323,0.0274325776845217,29.7771778106689,6.7771782875061,0,22.7596397399902,0.00455532548949122
"109","2013_2014","Cropland","Other Vegetation",0,0,0.0274325776845217,0.30513396859169,0.30513396859169,0,100,0.00455532548949122
"110","2013_2014","Cropland","Non-Vegetation",0,0,0.0274325776845217,2.66361093521118,2.66361093521118,0,100,0.00455532548949122
"111","2014_2015","Cropland","Forest",0,0,0,0,0,0,0,0
"112","2014_2015","Cropland","Mosaic Vegetation",0,0,0,0,0,0,0,0
"113","2014_2015","Cropland","Shrubland",0,0,0,0,0,0,0,0
"114","2014_2015","Cropland","Other Vegetation",0,0,0,0,0,0,0,0
"115","2014_2015","Cropland","Non-Vegetation",0,0,0,0,0,0,0,0
