"","Interval*","Category_name_To","Category_name_From_","Observed_Annual_Transition_number_of_elements","Transition_Intensity_percent_of_t1_category","Uniform_Intensity_percent_of_t1_non_category","Uniform_Annual_Transition_number_of_elements","Hypothesized_Annual_error_number_of_elements","Commission_Intensity_percent_of_transition","Omission_Intensity_percent_of_transition","Hypothesized  t1 Error_percent of interval's domain"
"40","1999_2000","Non-Vegetation","Cropland",3,0.0137975439429283,0.00172567763365805,0.375168800354004,2.624831199646,87.4943695068359,0,0.000554555095732212
"41","2000_2001","Non-Vegetation","Forest",0,0,0,0,0,0,0,0
"42","2000_2001","Non-Vegetation","Mosaic Vegetation",0,0,0,0,0,0,0,0
"43","2000_2001","Non-Vegetation","Shrubland",0,0,0,0,0,0,0,0
"44","2000_2001","Non-Vegetation","Other Vegetation",0,0,0,0,0,0,0,0
"45","2000_2001","Non-Vegetation","Cropland",0,0,0,0,0,0,0,0
"46","2001_2002","Non-Vegetation","Forest",0,0,0.000215706444578245,0.692839801311493,0.692839801311493,0,100,0.000195598287973553
"47","2001_2002","Non-Vegetation","Mosaic Vegetation",1,0.00290739932097495,0.000215706444578245,0.0741902589797974,0.925809741020203,92.5809707641602,0,0.000195598287973553
"48","2001_2002","Non-Vegetation","Shrubland",0,0,0.000215706444578245,0.180796906352043,0.180796906352043,0,100,0.000195598287973553
"49","2001_2002","Non-Vegetation","Other Vegetation",0,0,0.000215706444578245,0.00229512155056,0.00229512155056,0,100,0.000195598287973553
"50","2001_2002","Non-Vegetation","Cropland",0,0,0.000215706444578245,0.0498779080808163,0.0498779080808163,0,100,0.000195598287973553
"51","2002_2003","Non-Vegetation","Forest",0,0,0.000431413820479065,1.31959271430969,1.31959271430969,0,100,0.000401023862650618
"52","2002_2003","Non-Vegetation","Mosaic Vegetation",0,0,0.000431413820479065,0.163791283965111,0.163791283965111,0,100,0.000401023862650618
"53","2002_2003","Non-Vegetation","Shrubland",0,0,0.000431413820479065,0.410004526376724,0.410004526376724,0,100,0.000401023862650618
"54","2002_2003","Non-Vegetation","Other Vegetation",0,0,0.000431413820479065,0.00474557233974338,0.00474557233974338,0,100,0.000401023862650618
"55","2002_2003","Non-Vegetation","Cropland",2,0.00846955180168152,0.000431413820479065,0.101865887641907,1.89813411235809,94.9067077636719,0,0.000401023862650618
"56","2003_2004","Non-Vegetation","Forest",1,0.000328344671288505,0.000215707841562107,0.656954765319824,0.343045204877853,34.3045196533203,0,7.24760757293552e-05
"57","2003_2004","Non-Vegetation","Mosaic Vegetation",0,0,0.000215707841562107,0.0827349200844765,0.0827349200844765,0,100,7.24760830053128e-05
"58","2003_2004","Non-Vegetation","Shrubland",0,0,0.000215707841562107,0.206762880086899,0.206762880086899,0,100,7.24760830053128e-05
"59","2003_2004","Non-Vegetation","Other Vegetation",0,0,0.000215707841562107,0.00237279129214585,0.00237279129214585,0,100,7.24760830053128e-05
"60","2003_2004","Non-Vegetation","Cropland",0,0,0.000215707841562107,0.0511746369302273,0.0511746369302273,0,100,7.24760830053128e-05
"61","2004_2005","Non-Vegetation","Forest",0,0,0.00107854150701314,3.14389610290527,3.14389610290527,0,100,0.00090941070811823
"62","2004_2005","Non-Vegetation","Mosaic Vegetation",4,0.00988777354359627,0.00107854150701314,0.436274766921997,3.563725233078,89.093132019043,0,0.00090941070811823
"63","2004_2005","Non-Vegetation","Shrubland",0,0,0.00107854150701314,1.14864826202393,1.14864826202393,0,100,0.00090941070811823
"64","2004_2005","Non-Vegetation","Other Vegetation",0,0,0.00107854150701314,0.0118964407593012,0.0118964407593012,0,100,0.00090941070811823
"65","2004_2005","Non-Vegetation","Cropland",1,0.00415956089273095,0.00107854150701314,0.259284138679504,0.740715861320496,74.0715866088867,0,0.00090941070811823
"66","2005_2006","Non-Vegetation","Forest",0,0,0.000431410095188767,1.25430011749268,1.25430011749268,0,100,0.000400540069676936
"67","2005_2006","Non-Vegetation","Mosaic Vegetation",0,0,0.000431410095188767,0.175787433981895,0.175787433981895,0,100,0.000400540069676936
"68","2005_2006","Non-Vegetation","Shrubland",0,0,0.000431410095188767,0.460998177528381,0.460998177528381,0,100,0.000400540069676936
"69","2005_2006","Non-Vegetation","Other Vegetation",0,0,0.000431410095188767,0.00475847395136952,0.00475847395136952,0,100,0.000400540069676936
"70","2005_2006","Non-Vegetation","Cropland",2,0.008283288218081,0.000431410095188767,0.104155898094177,1.89584410190582,94.7922058105469,0,0.000400540040573105
"71","2006_2007","Non-Vegetation","Forest",0,0,0.000647110980935395,1.88106024265289,1.88106024265289,0,100,0.000599209277424961
"72","2006_2007","Non-Vegetation","Mosaic Vegetation",0,0,0.000647110980935395,0.264553636312485,0.264553636312485,0,100,0.000599209277424961
"73","2006_2007","Non-Vegetation","Shrubland",0,0,0.000647110980935395,0.690575420856476,0.690575420856476,0,100,0.000599209277424961
"74","2006_2007","Non-Vegetation","Other Vegetation",2,0.181323662400246,0.000647110980935395,0.00712478160858154,1.99287521839142,99.6437606811523,0,0.000599209277424961
"75","2006_2007","Non-Vegetation","Cropland",1,0.00412984238937497,0.000647110980935395,0.156685948371887,0.843314051628113,84.3314056396484,0,0.000599209277424961
"76","2007_2008","Non-Vegetation","Forest",0,0,0.000215698542888276,0.625768721103668,0.625768721103668,0,100,0.000200201116967946
"77","2007_2008","Non-Vegetation","Mosaic Vegetation",0,0,0.000215698542888276,0.0887472033500671,0.0887472033500671,0,100,0.000200201116967946
"78","2007_2008","Non-Vegetation","Shrubland",0,0,0.000215698542888276,0.230685770511627,0.230685770511627,0,100,0.000200201116967946
"79","2007_2008","Non-Vegetation","Other Vegetation",0,0,0.000215698542888276,0.00239425897598267,0.00239425897598267,0,100,0.000200201116967946
"80","2007_2008","Non-Vegetation","Cropland",1,0.00411590375006199,0.000215698542888276,0.0524041056632996,0.9475958943367,94.7595901489258,0,0.000200201102416031
"81","2008_2009","Non-Vegetation","Forest",0,0,0.000431393360486254,1.24991583824158,1.24991583824158,0,100,0.00040033581899479
"82","2008_2009","Non-Vegetation","Mosaic Vegetation",0,0,0.000431393360486254,0.178916856646538,0.178916856646538,0,100,0.00040033581899479
"83","2008_2009","Non-Vegetation","Shrubland",0,0,0.000431393360486254,0.461252093315125,0.461252093315125,0,100,0.00040033581899479
"84","2008_2009","Non-Vegetation","Other Vegetation",0,0,0.000431393360486254,0.00479280110448599,0.00479280110448599,0,100,0.00040033581899479
"85","2008_2009","Non-Vegetation","Cropland",2,0.00820681173354387,0.000431393360486254,0.105122327804565,1.89487767219543,94.7438812255859,0,0.000400335848098621
"86","2009_2010","Non-Vegetation","Forest",0,0,0.000647056556772441,1.86987614631653,1.86987614631653,0,100,0.000543157162610441
"87","2009_2010","Non-Vegetation","Mosaic Vegetation",1,0.00238538230769336,0.000647056556772441,0.271254360675812,0.728745639324188,72.8745651245117,0,0.000543157104402781
"88","2009_2010","Non-Vegetation","Shrubland",0,0,0.000647056556772441,0.693817377090454,0.693817377090454,0,100,0.000543157162610441
"89","2009_2010","Non-Vegetation","Other Vegetation",0,0,0.000647056556772441,0.00718884496018291,0.00718884496018291,0,100,0.000543157162610441
"90","2009_2010","Non-Vegetation","Cropland",2,0.00819705706089735,0.000647056556772441,0.15786349773407,1.84213650226593,92.1068267822266,0,0.000543157104402781
"91","2010_2011","Non-Vegetation","Forest",0,0,0.000215686450246722,0.62049674987793,0.62049674987793,0,100,0.000200097390916198
"92","2010_2011","Non-Vegetation","Mosaic Vegetation",0,0,0.000215686450246722,0.0915612503886223,0.0915612503886223,0,100,0.000200097390916198
"93","2010_2011","Non-Vegetation","Shrubland",0,0,0.000215686450246722,0.232659325003624,0.232659325003624,0,100,0.000200097390916198
"94","2010_2011","Non-Vegetation","Other Vegetation",0,0,0.000215686450246722,0.00238765426911414,0.00238765426911414,0,100,0.000200097390916198
"95","2010_2011","Non-Vegetation","Cropland",1,0.00407747179269791,0.000215686450246722,0.0528951287269592,0.947104871273041,94.7104873657227,0,0.000200097376364283
"96","2011_2012","Non-Vegetation","Forest",0,0,0.00150977575685829,4.32617664337158,4.32617664337158,0,100,0.00126008887309581
"97","2011_2012","Non-Vegetation","Mosaic Vegetation",1,0.00233579380437732,0.00150977575685829,0.646359801292419,0.353640198707581,35.3640213012695,0,0.00126008898951113
"98","2011_2012","Non-Vegetation","Shrubland",0,0,0.00150977575685829,1.63810122013092,1.63810122013092,0,100,0.00126008887309581
"99","2011_2012","Non-Vegetation","Other Vegetation",2,0.179211467504501,0.00150977575685829,0.0168191194534302,1.98318088054657,99.1590423583984,0,0.00126008898951113
"100","2011_2012","Non-Vegetation","Cropland",4,0.0162081122398376,0.00150977575685829,0.372542858123779,3.62745714187622,90.6864318847656,0,0.00126008898951113
"101","2012_2013","Non-Vegetation","Forest",1,0.000349130306858569,0.00517644127830863,14.8273897171021,13.8273897171021,0,93.2557220458984,0.00436377990990877
"102","2012_2013","Non-Vegetation","Mosaic Vegetation",1,0.00233236141502857,0.00517644127830863,2.21946239471436,1.21946239471436,0,54.9440422058105,0.00436377990990877
"103","2012_2013","Non-Vegetation","Shrubland",0,0,0.00517644127830863,5.60787725448608,5.60787725448608,0,100,0.00436377990990877
"104","2012_2013","Non-Vegetation","Other Vegetation",2,0.179533213376999,0.00517644127830863,0.0575649738311768,1.94243502616882,97.1217498779297,0,0.00436377944424748
"105","2012_2013","Non-Vegetation","Cropland",20,0.0803374201059341,0.00517644127830863,1.28770637512207,18.7122936248779,93.5614700317383,0,0.00436377944424748
"106","2013_2014","Non-Vegetation","Forest",2,0.000699413183610886,0.00754936737939715,21.5891971588135,19.5891971588135,0,90.7361068725586,0.00588771607726812
"107","2013_2014","Non-Vegetation","Mosaic Vegetation",7,0.0162567645311356,0.00754936737939715,3.25039887428284,3.74960112571716,53.565731048584,0,0.00588771607726812
"108","2013_2014","Non-Vegetation","Shrubland",0,0,0.00754936737939715,8.1947021484375,8.1947021484375,0,100,0.00588771607726812
"109","2013_2014","Non-Vegetation","Other Vegetation",0,0,0.00754936737939715,0.0839553028345108,0.0839553028345108,0,100,0.00588771607726812
"110","2013_2014","Non-Vegetation","Cropland",26,0.104208417236805,0.00754936737939715,1.88174629211426,24.1182537078857,92.7625122070312,0,0.00588771607726812
"111","2014_2015","Non-Vegetation","Forest",0,0,0.000215712032513693,0.614681363105774,0.614681363105774,0,100,0.000210765429073945
"112","2014_2015","Non-Vegetation","Mosaic Vegetation",0,0,0.000215712032513693,0.0935135260224342,0.0935135260224342,0,100,0.000210765429073945
"113","2014_2015","Non-Vegetation","Shrubland",0,0,0.000215712032513693,0.235448032617569,0.235448032617569,0,100,0.000210765429073945
"114","2014_2015","Non-Vegetation","Other Vegetation",1,0.0897666066884995,0.000215712032513693,0.00240087509155273,0.997599124908447,99.7599105834961,0,0.000210765429073945
"115","2014_2015","Non-Vegetation","Cropland",0,0,0.000215712032513693,0.0539561659097672,0.0539561659097672,0,100,0.000210765429073945
