"","Interval*","Category_name_To","Category_name_From_","Observed_Annual_Transition_number_of_elements","Transition_Intensity_percent_of_t1_category","Uniform_Intensity_percent_of_t1_non_category","Uniform_Annual_Transition_number_of_elements","Hypothesized_Annual_error_number_of_elements","Commission_Intensity_percent_of_transition","Omission_Intensity_percent_of_transition","Hypothesized  t1 Error_percent of interval's domain"
"26","1997_1998","Mosaic Vegetation","Forest",2080,0.581497728824615,0.469849646091461,1678.7529296875,401.247100830078,19.2907257080078,0,0.0847725421190262
"27","1997_1998","Mosaic Vegetation","Shrubland",29,0.0478137582540512,0.469849646091461,286.181579589844,257.181579589844,0,89.8665771484375,0.084772564470768
"28","1997_1998","Mosaic Vegetation","Other Vegetation",0,0,0.469849646091461,4.83869361877441,4.83869361877441,0,100,0.084772564470768
"29","1997_1998","Mosaic Vegetation","Cropland",0,0,0.469849646091461,93.2947311401367,93.2947311401367,0,100,0.084772564470768
"30","1997_1998","Mosaic Vegetation","Non-Vegetation",0,0,0.469849646091461,45.9321823120117,45.9321823120117,0,100,0.084772564470768
"31","1998_1999","Mosaic Vegetation","Forest",1510,0.430912703275681,0.341795772314072,1196.64624023438,313.353698730469,20.7518997192383,0,0.0662030726671219
"32","1998_1999","Mosaic Vegetation","Shrubland",17,0.026373352855444,0.341795772314072,221.01545715332,204.01545715332,0,92.3082275390625,0.0662030652165413
"33","1998_1999","Mosaic Vegetation","Other Vegetation",0,0,0.341795772314072,3.57715654373169,3.57715654373169,0,100,0.0662030652165413
"34","1998_1999","Mosaic Vegetation","Cropland",0,0,0.341795772314072,72.386833190918,72.386833190918,0,100,0.0662030652165413
"35","1998_1999","Mosaic Vegetation","Non-Vegetation",0,0,0.341795772314072,33.3742179870605,33.3742179870605,0,100,0.0662030652165413
"36","1999_2000","Mosaic Vegetation","Forest",3161,0.91638857126236,0.710866928100586,2446.99609375,714.004028320312,22.5879154205322,0,0.150849536061287
"37","1999_2000","Mosaic Vegetation","Shrubland",4,0.00590397184714675,0.710866928100586,485.039001464844,481.039001464844,0,99.1753234863281,0.150849550962448
"38","1999_2000","Mosaic Vegetation","Other Vegetation",0,0,0.710866928100586,7.58913803100586,7.58913803100586,0,100,0.150849550962448
"39","1999_2000","Mosaic Vegetation","Cropland",0,0,0.710866928100586,155.67041015625,155.67041015625,0,100,0.150849550962448
"40","1999_2000","Mosaic Vegetation","Non-Vegetation",0,0,0.710866928100586,69.7055206298828,69.7055206298828,0,100,0.150849550962448
"41","2000_2001","Mosaic Vegetation","Forest",3058,0.921275794506073,0.710074961185455,2351.9453125,706.054565429688,23.0887699127197,0,0.149170026183128
"42","2000_2001","Mosaic Vegetation","Shrubland",80,0.104161240160465,0.710074961185455,548.694091796875,468.694061279297,0,85.4199295043945,0.149170026183128
"43","2000_2001","Mosaic Vegetation","Other Vegetation",0,0,0.710074961185455,7.5877742767334,7.5877742767334,0,100,0.149170026183128
"44","2000_2001","Mosaic Vegetation","Cropland",0,0,0.710074961185455,161.09538269043,161.09538269043,0,100,0.149170026183128
"45","2000_2001","Mosaic Vegetation","Non-Vegetation",1,0.0102627258747816,0.710074961185455,69.6773681640625,68.6773681640625,0,98.564811706543,0.149170026183128
"46","2001_2002","Mosaic Vegetation","Forest",3569,1.11116302013397,0.814030587673187,2606.79296875,962.207153320312,26.960132598877,0,0.203288063406944
"47","2001_2002","Mosaic Vegetation","Shrubland",4,0.00477235857397318,0.814030587673187,687.854675292969,683.854675292969,0,99.4184799194336,0.203288063406944
"48","2001_2002","Mosaic Vegetation","Other Vegetation",0,0,0.814030587673187,8.7323694229126,8.7323694229126,0,100,0.203288063406944
"49","2001_2002","Mosaic Vegetation","Cropland",0,0,0.814030587673187,189.773101806641,189.773101806641,0,100,0.203288063406944
"50","2001_2002","Mosaic Vegetation","Non-Vegetation",0,0,0.814030587673187,79.8470153808594,79.8470153808594,0,100,0.203288063406944
"51","2002_2003","Mosaic Vegetation","Forest",358,0.117041274905205,0.0939461067318916,287.291229248047,70.7087707519531,19.7510528564453,0,0.0149388303980231
"52","2002_2003","Mosaic Vegetation","Shrubland",50,0.0526110865175724,0.0939461067318916,89.3205032348633,39.3205032348633,0,44.0218124389648,0.0149388331919909
"53","2002_2003","Mosaic Vegetation","Other Vegetation",0,0,0.0939461067318916,1.03437888622284,1.03437888622284,0,100,0.0149388331919909
"54","2002_2003","Mosaic Vegetation","Cropland",1,0.00423477590084076,0.0939461067318916,22.2043552398682,21.2043552398682,0,95.4963760375977,0.0149388331919909
"55","2002_2003","Mosaic Vegetation","Non-Vegetation",0,0,0.0939461067318916,9.14955139160156,9.14955139160156,0,100,0.0149388331919909
"56","2003_2004","Mosaic Vegetation","Forest",2074,0.680986881256104,0.484404563903809,1472.37854003906,601.621459960938,29.0077857971191,0,0.127106174826622
"57","2003_2004","Mosaic Vegetation","Shrubland",32,0.0333844535052776,0.484404563903809,466.420654296875,434.420654296875,0,93.1392440795898,0.127106159925461
"58","2003_2004","Mosaic Vegetation","Other Vegetation",0,0,0.484404563903809,5.3543872833252,5.3543872833252,0,100,0.127106159925461
"59","2003_2004","Mosaic Vegetation","Cropland",1,0.00421514082700014,0.484404563903809,115.474662780762,114.474662780762,0,99.1340103149414,0.127106159925461
"60","2003_2004","Mosaic Vegetation","Non-Vegetation",0,0,0.484404563903809,47.3717231750488,47.3717231750488,0,100,0.127106159925461
"61","2004_2005","Mosaic Vegetation","Forest",297,0.101889587938786,0.0706912949681282,205.995147705078,91.0048599243164,30.6413669586182,0,0.0192268397659063
"62","2004_2005","Mosaic Vegetation","Shrubland",9,0.00845078378915787,0.0706912949681282,75.3324127197266,66.3324127197266,0,88.0529479980469,0.0192268379032612
"63","2004_2005","Mosaic Vegetation","Other Vegetation",0,0,0.0706912949681282,0.780276596546173,0.780276596546173,0,100,0.0192268379032612
"64","2004_2005","Mosaic Vegetation","Cropland",0,0,0.0706912949681282,17.0069160461426,17.0069160461426,0,100,0.0192268379032612
"65","2004_2005","Mosaic Vegetation","Non-Vegetation",0,0,0.0706912949681282,6.88525104522705,6.88525104522705,0,100,0.0192268379032612
"66","2005_2006","Mosaic Vegetation","Forest",95,0.0326749049127102,0.0339825451374054,98.8031616210938,3.80316472053528,0,3.84923362731934,0.00331534561701119
"67","2005_2006","Mosaic Vegetation","Shrubland",52,0.0486627109348774,0.0339825451374054,36.3077354431152,15.6922645568848,30.1774311065674,0,0.00331534654833376
"68","2005_2006","Mosaic Vegetation","Other Vegetation",0,0,0.0339825451374054,0.374954879283905,0.374954879283905,0,100,0.00331534561701119
"69","2005_2006","Mosaic Vegetation","Cropland",0,0,0.0339825451374054,8.2078742980957,8.2078742980957,0,100,0.00331534561701119
"70","2005_2006","Mosaic Vegetation","Non-Vegetation",0,0,0.0339825451374054,3.30626583099365,3.30626583099365,0,100,0.00331534561701119
"71","2006_2007","Mosaic Vegetation","Forest",272,0.0935724005103111,0.0686800479888916,199.592193603516,72.4078140258789,26.6205196380615,0,0.0152977919206023
"72","2006_2007","Mosaic Vegetation","Shrubland",24,0.0224895980209112,0.0686800479888916,73.3264770507812,49.3264770507812,0,67.2696685791016,0.0152977919206023
"73","2006_2007","Mosaic Vegetation","Other Vegetation",0,0,0.0686800479888916,0.758061587810516,0.758061587810516,0,100,0.0152977919206023
"74","2006_2007","Mosaic Vegetation","Cropland",0,0,0.0686800479888916,16.6416168212891,16.6416168212891,0,100,0.0152977919206023
"75","2006_2007","Mosaic Vegetation","Non-Vegetation",1,0.0102848913520575,0.0686800479888916,6.68166303634644,5.68166303634644,0,85.0336685180664,0.0152977919206023
"76","2007_2008","Mosaic Vegetation","Forest",301,0.10375303030014,0.0851501002907753,246.984680175781,54.0153274536133,17.945291519165,0,0.0114119620993733
"77","2007_2008","Mosaic Vegetation","Shrubland",67,0.0626472681760788,0.0851501002907753,91.0868377685547,24.0868396759033,0,26.4438190460205,0.0114119639620185
"78","2007_2008","Mosaic Vegetation","Other Vegetation",0,0,0.0851501002907753,0.945971608161926,0.945971608161926,0,100,0.0114119639620185
"79","2007_2008","Mosaic Vegetation","Cropland",0,0,0.0851501002907753,20.7056999206543,20.7056999206543,0,100,0.0114119639620185
"80","2007_2008","Mosaic Vegetation","Non-Vegetation",0,0,0.0851501002907753,8.27682590484619,8.27682590484619,0,100,0.0114119639620185
"81","2008_2009","Mosaic Vegetation","Forest",446,0.153932169079781,0.113234288990498,327.949096679688,118.050895690918,26.4688110351562,0,0.0249409265816212
"82","2008_2009","Mosaic Vegetation","Shrubland",40,0.0374107994139194,0.113234288990498,121.163139343262,81.1631393432617,0,66.9866561889648,0.0249409340322018
"83","2008_2009","Mosaic Vegetation","Other Vegetation",0,0,0.113234288990498,1.25945913791656,1.25945913791656,0,100,0.0249409340322018
"84","2008_2009","Mosaic Vegetation","Cropland",3,0.0123102171346545,0.113234288990498,27.6230773925781,24.6230773925781,0,89.139518737793,0.0249409340322018
"85","2008_2009","Mosaic Vegetation","Non-Vegetation",0,0,0.113234288990498,11.0052461624146,11.0052461624146,0,100,0.0249409340322018
"86","2009_2010","Mosaic Vegetation","Forest",500,0.173022359609604,0.12980991601944,374.962371826172,125.037628173828,25.0075263977051,0,0.026958130300045
"87","2009_2010","Mosaic Vegetation","Shrubland",54,0.0503609217703342,0.12980991601944,139.300704956055,85.3007049560547,0,61.2349395751953,0.0269581228494644
"88","2009_2010","Mosaic Vegetation","Other Vegetation",4,0.360036015510559,0.12980991601944,1.43886351585388,2.56113648414612,64.0284118652344,0,0.026958130300045
"89","2009_2010","Mosaic Vegetation","Cropland",2,0.00819705706089735,0.12980991601944,31.7108898162842,29.7108898162842,0,93.6930160522461,0.0269581228494644
"90","2009_2010","Mosaic Vegetation","Non-Vegetation",0,0,0.12980991601944,12.5871315002441,12.5871315002441,0,100,0.0269581228494644
"91","2010_2011","Mosaic Vegetation","Forest",341,0.118532836437225,0.0905143320560455,260.322204589844,80.6777801513672,23.6591739654541,0,0.0172560513019562
"92","2010_2011","Mosaic Vegetation","Shrubland",46,0.0426443181931973,0.0905143320560455,97.6836853027344,51.6836853027344,0,52.9092292785645,0.0172560531646013
"93","2010_2011","Mosaic Vegetation","Other Vegetation",2,0.180668473243713,0.0905143320560455,1.00108957290649,0.998910486698151,49.9455261230469,0,0.0172560513019562
"94","2010_2011","Mosaic Vegetation","Cropland",1,0.00407747179269791,0.0905143320560455,22.217845916748,21.217845916748,0,95.4991149902344,0.0172560531646013
"95","2010_2011","Mosaic Vegetation","Non-Vegetation",0,0,0.0905143320560455,8.77516078948975,8.77516078948975,0,100,0.0172560531646013
"96","2011_2012","Mosaic Vegetation","Forest",84,0.0293152779340744,0.0222991332411766,63.8914566040039,20.1085453033447,23.9387435913086,0,0.0042483857832849
"97","2011_2012","Mosaic Vegetation","Shrubland",12,0.0110601121559739,0.0222991332411766,24.1968326568604,12.1968326568604,0,50.4067306518555,0.0042483857832849
"98","2011_2012","Mosaic Vegetation","Other Vegetation",0,0,0.0222991332411766,0.248913839459419,0.248913839459419,0,100,0.0042483857832849
"99","2011_2012","Mosaic Vegetation","Cropland",0,0,0.0222991332411766,5.50443077087402,5.50443077087402,0,100,0.0042483857832849
"100","2011_2012","Mosaic Vegetation","Non-Vegetation",0,0,0.0222991332411766,2.15836834907532,2.15836834907532,0,100,0.0042483857832849
"101","2012_2013","Mosaic Vegetation","Forest",183,0.0638908445835114,0.0459986962378025,131.728652954102,51.2713508605957,28.0171318054199,0,0.0108322352170944
"102","2012_2013","Mosaic Vegetation","Shrubland",15,0.0138467075303197,0.0459986962378025,49.8459548950195,34.8459548950195,0,69.9072875976562,0.0108322380110621
"103","2012_2013","Mosaic Vegetation","Other Vegetation",0,0,0.0459986962378025,0.512661278247833,0.512661278247833,0,100,0.0108322380110621
"104","2012_2013","Mosaic Vegetation","Cropland",0,0,0.0459986962378025,11.4566450119019,11.4566450119019,0,100,0.0108322380110621
"105","2012_2013","Mosaic Vegetation","Non-Vegetation",0,0,0.0459986962378025,4.45610332489014,4.45610332489014,0,100,0.0108322380110621
"106","2013_2014","Mosaic Vegetation","Forest",297,0.10386285930872,0.0741406977176666,211.945220947266,85.0547714233398,28.6379699707031,0,0.017969748005271
"107","2013_2014","Mosaic Vegetation","Shrubland",15,0.0138197895139456,0.0741406977176666,80.5208892822266,65.5208892822266,0,81.3712921142578,0.0179697461426258
"108","2013_2014","Mosaic Vegetation","Other Vegetation",0,0,0.0741406977176666,0.825056254863739,0.825056254863739,0,100,0.0179697461426258
"109","2013_2014","Mosaic Vegetation","Cropland",7,0.0280561130493879,0.0741406977176666,18.5066337585449,11.5066347122192,0,62.1757278442383,0.0179697461426258
"110","2013_2014","Mosaic Vegetation","Non-Vegetation",0,0,0.0741406977176666,7.20217704772949,7.20217704772949,0,100,0.0179697461426258
"111","2014_2015","Mosaic Vegetation","Forest",0,0,0,0,0,0,0,0
"112","2014_2015","Mosaic Vegetation","Shrubland",0,0,0,0,0,0,0,0
"113","2014_2015","Mosaic Vegetation","Other Vegetation",0,0,0,0,0,0,0,0
"114","2014_2015","Mosaic Vegetation","Cropland",0,0,0,0,0,0,0,0
"115","2014_2015","Mosaic Vegetation","Non-Vegetation",0,0,0,0,0,0,0,0
